number,name,tier,tier_name,state,par_median,k_median,mr_kq5_pq1
1,Abilene Christian University,6,Selective private,TX,101000,40100,0.014363836
2,Adams State University,5,Selective public,CO,67200,34100,0.018844681
3,Adelphi University,6,Selective private,NY,96300,50700,0.032585073
4,Adrian College,6,Selective private,MI,88500,40300,0.0095646288
5,Agnes Scott College,4,Highly selective private,GA,97200,38900,0.014744159
6,Alabama Agricultural & Mechanical University,5,Selective public,AL,44500,32900,0.0421931
7,Albany State University,5,Selective public,GA,43800,31900,0.025794942
8,Albertus Magnus College,6,Selective private,CT,68600,43400,0.055204768
9,Albion College,6,Selective private,MI,120700,48900,0.0068131848
10,Albright College,6,Selective private,PA,89000,47300,0.013705797
11,Alderson Broaddus University,6,Selective private,WV,59500,37800,0.027365765
12,Alfred University,6,Selective private,NY,90800,44600,0.014770933
13,Allegheny College,6,Selective private,PA,102800,52500,0.013434455
14,Alma College,6,Selective private,MI,98200,48000,0.011659105
15,Alvernia University,6,Selective private,PA,84300,41800,0.021852216
16,Alverno College,6,Selective private,WI,65600,33200,0.026607819
17,American International College,6,Selective private,MA,68700,41900,0.026896371
18,American University ,4,Highly selective private,DC,135700,59100,0.012844238
19,Amherst College,2,Other elite schools (public and private),MA,181300,69300,0.019616831
20,"Anderson University of Anderson, IN",6,Selective private,IN,88400,34900,0.0071356744
21,Andrews University,6,Selective private,MI,73900,37200,0.02404573
22,Angelo State University,5,Selective public,TX,68400,38500,0.021094922
23,Anna Maria College,6,Selective private,MA,90400,40700,0.01695396
24,Appalachian State University,5,Selective public,NC,105900,39100,0.0054004826
25,Aquinas College,6,Selective private,MI,94800,39300,0.0058400971
26,Arcadia University,6,Selective private,PA,92200,44900,0.019300634
27,Arizona State And Northern Arizona University And University Of Arizona,5,Selective public,AZ,110700,46300,0.015779939
28,Arkansas State University,5,Selective public,AR,60800,34500,0.023571217
29,Arkansas Tech University,5,Selective public,AR,63200,35100,0.021171754
30,Armstrong Atlantic State University,5,Selective public,GA,76000,34600,0.018230883
31,Asbury College,6,Selective private,KY,91700,33800,0.0078622261
32,Ashland University,6,Selective private,OH,84600,39200,0.0056378758
33,Assumption College,6,Selective private,MA,120100,57500,0.008881609
34,Auburn University,5,Selective public,AL,123200,47300,0.010658238
35,Auburn University Montgomery,5,Selective public,AL,73600,35400,0.024405176
36,Augsburg College,6,Selective private,MN,99100,49000,0.012930907
37,"Augustana College of Rock Island, IL",4,Highly selective private,IL,114300,53700,0.0099985851
38,"Augustana College of Sioux Falls, SD",6,Selective private,SD,93200,44200,0.0044448045
39,Aurora University,6,Selective private,IL,87100,43500,0.01104902
40,Austin College,4,Highly selective private,TX,109300,49700,0.022787016
41,Austin Peay State University,5,Selective public,TN,66600,33500,0.013754671
42,Averett University,6,Selective private,VA,65400,35500,0.0058118408
43,Avila University,6,Selective private,MO,88200,44800,0.0052561383
44,Azusa Pacific University,6,Selective private,CA,103700,42100,0.015201175
45,Babson College,4,Highly selective private,MA,140500,95300,0.027997315
46,Baker University,6,Selective private,KS,96200,45800,0.01278977
47,Baldwin Wallace University,6,Selective private,OH,89200,46100,0.011461781
48,Ball State University,5,Selective public,IN,94900,40100,0.0077425609
49,Bard College,4,Highly selective private,NY,117900,30900,0.015318513
50,Barnard College,2,Other elite schools (public and private),NY,148000,56300,0.034545787
51,Barry University,6,Selective private,FL,69500,39200,0.035723217
52,Barton College,6,Selective private,NC,87500,39300,0.0054118219
53,Bates College,2,Other elite schools (public and private),ME,176900,55900,0.0075810608
54,Bay Path College,6,Selective private,MA,84100,35800,0.017043661
55,Baylor University,4,Highly selective private,TX,132400,50300,0.013736501
56,Becker College,6,Selective private,MA,75500,33100,0.0089575732
57,Belhaven University,6,Selective private,MS,77300,32200,0.031970855
58,Bellarmine University,6,Selective private,KY,98200,46700,0.009435893
59,Bellevue University,6,Selective private,NE,73100,40000,0.0098948237
60,Belmont Abbey College,6,Selective private,NC,97900,38100,0.014704109
61,Belmont University,6,Selective private,TN,116700,37900,0.0057811551
62,Beloit College,4,Highly selective private,WI,109800,40600,0.0090190554
63,Benedictine College,6,Selective private,KS,90200,43400,0.010532828
64,Benedictine University,6,Selective private,IL,104500,54800,0.01114781
65,Bennett College,6,Selective private,NC,50000,33400,0.03884872
66,Bennington College,4,Highly selective private,VT,99200,19700,0.0092656333
67,Bentley University,4,Highly selective private,MA,119600,79800,0.029418632
68,Berry College,6,Selective private,GA,103100,43400,0.012153942
69,"Bethany College of Bethany, WV",6,Selective private,WV,77600,42400,0.020469109
70,"Bethany College of Lindsborg, KS",6,Selective private,KS,73700,39800,0.011337067
71,Bethel College,6,Selective private,IN,81300,31500,0.0062512481
72,"Bethel University of McKenzie, TN",6,Selective private,TN,54700,34500,0.016350059
73,"Bethel University of Saint Paul, MN",6,Selective private,MN,100000,40200,0.0049796971
74,Bethune Cookman University,6,Selective private,FL,43000,32500,0.02163641
75,Binghamton University,3,Highly selective public,NY,104400,65700,0.050876305
76,Biola University,6,Selective private,CA,95300,35700,0.017981296
77,Birmingham Southern College,6,Selective private,AL,137900,48100,0.010045541
78,Blackburn University,6,Selective private,IL,65800,41300,0.012327814
79,Bloomfield College,6,Selective private,NJ,40800,35600,0.060373791
80,Bloomsburg University Of Pennsylvania,5,Selective public,PA,89800,45700,0.015696971
81,Bluefield State College,5,Selective public,WV,54700,24800,0.011984185
82,Bluffton University,6,Selective private,OH,77100,42400,0.0015012556
83,Boise State University,5,Selective public,ID,77100,31900,0.012776014
84,Boricua College,6,Selective private,NY,28900,23200,0.03635373
85,Boston College,2,Other elite schools (public and private),MA,168400,71800,0.016028848
86,Boston University,4,Highly selective private,MA,126800,62000,0.020175174
87,Bowdoin College,2,Other elite schools (public and private),ME,177600,61000,0.010947428
88,Bowling Green State University,5,Selective public,OH,92800,42600,0.0073367259
89,Bradley University,6,Selective private,IL,112900,54900,0.011705709
90,Brandeis University,2,Other elite schools (public and private),MA,142700,63100,0.020382755
91,Brenau University,6,Selective private,GA,87000,34600,0.020909321
92,Brewton Parker College,6,Selective private,GA,63400,30400,0.0079967873
93,Briar Cliff University,6,Selective private,IA,74400,39500,0.0098542068
94,Bridgewater College,6,Selective private,VA,91300,42100,0.0097876126
95,Bridgewater State University,5,Selective public,MA,93300,45400,0.013210518
96,Brigham Young University,6,Selective private,UT,119600,32600,0.0065053944
97,Brigham Young University - Hawaii,6,Selective private,HI,93200,22600,0.012499791
98,Brown University,1,Ivy Plus,RI,197000,66900,0.015486852
99,Bryan College,6,Selective private,TN,78800,28100,0.0047017862
100,Bryant University,6,Selective private,RI,116900,73300,0.016033988
101,Bryn Mawr College,2,Other elite schools (public and private),PA,125400,47400,0.018263785
102,Bucknell University,2,Other elite schools (public and private),PA,149800,71800,0.014601452
103,Buena Vista University,6,Selective private,IA,69800,45900,0.016441403
104,Butler University,6,Selective private,IN,121500,57300,0.010017018
105,CUNY Bernard M. Baruch College,5,Selective public,NY,42800,57600,0.12938586
106,CUNY Brooklyn College,5,Selective public,NY,52200,44300,0.080658495
107,CUNY Hunter College,5,Selective public,NY,49800,44400,0.075420022
108,CUNY John Jay College Of Criminal Justice,5,Selective public,NY,41800,45200,0.096914381
109,CUNY Lehman College,5,Selective public,NY,32500,40700,0.10235137
110,CUNY Medgar Evers College,5,Selective public,NY,35100,30900,0.050478742
111,CUNY Queens College,5,Selective public,NY,63300,48200,0.071382657
112,CUNY York College,5,Selective public,NY,36500,36400,0.068195067
113,Cabrini College,6,Selective private,PA,98100,46700,0.013427556
114,Cairn University,6,Selective private,PA,77100,26500,0.007040408
115,Caldwell College,6,Selective private,NJ,84300,45400,0.025125738
116,California Baptist University,6,Selective private,CA,82600,36200,0.023633266
117,California Institute Of Technology,2,Other elite schools (public and private),CA,124500,83000,0.031777687
118,California Lutheran University,6,Selective private,CA,110600,50900,0.012286789
119,California Maritime Academy,5,Selective public,CA,113100,85800,0.050363775
120,California Polytechnic State University,5,Selective public,CA,124800,65500,0.022484858
121,"California State Polytechnic University, Pomona",5,Selective public,CA,80200,55100,0.06833405
122,California State University - Sacramento,5,Selective public,CA,88700,47900,0.033332288
123,"California State University, Bakersfield",5,Selective public,CA,67700,46100,0.04607648
124,"California State University, Chico",5,Selective public,CA,112200,48700,0.01958406
125,"California State University, Dominguez Hills",5,Selective public,CA,45600,40300,0.056009766
126,"California State University, East Bay",5,Selective public,CA,86000,51300,0.043488853
127,"California State University, Fresno",5,Selective public,CA,72400,44400,0.041856874
128,"California State University, Fullerton",5,Selective public,CA,83300,47800,0.047993153
129,"California State University, Long Beach",5,Selective public,CA,85800,48800,0.044307064
130,"California State University, Los Angeles",5,Selective public,CA,36600,43000,0.09918455
131,"California State University, Monterey Bay",5,Selective public,CA,93200,41100,0.033873096
132,"California State University, Northridge",5,Selective public,CA,61100,44100,0.063248597
133,"California State University, San Bernardino",5,Selective public,CA,69800,43500,0.043982204
134,"California State University, San Marcos",5,Selective public,CA,93600,44400,0.020967012
135,"California State University, Stanislaus",5,Selective public,CA,72300,44800,0.038550034
136,California University Of Pennsylvania,5,Selective public,PA,73800,38500,0.014919632
137,Calvin College,6,Selective private,MI,111500,45900,0.0098208189
138,Cameron University,5,Selective public,OK,56400,32800,0.029703129
139,Campbell University,6,Selective private,NC,69900,42700,0.03085978
140,Campbellsville University,6,Selective private,KY,68100,35100,0.017751163
141,Canisius College,6,Selective private,NY,94200,50900,0.023605259
142,Capital University,6,Selective private,OH,84100,44000,0.0091380253
143,Cardinal Stritch University,6,Selective private,WI,88400,39100,0.019627208
144,Carleton College,2,Other elite schools (public and private),MN,152000,51700,0.013661893
145,Carlow University,6,Selective private,PA,66100,37900,0.025027391
146,Carnegie Mellon University,2,Other elite schools (public and private),PA,134400,78400,0.021873826
147,Carroll College,6,Selective private,MT,89700,47800,0.018208114
148,Carroll University,6,Selective private,WI,95000,43300,0.0064128581
149,Carson - Newman University,6,Selective private,TN,79100,36300,0.015280725
150,Carthage College,6,Selective private,WI,101600,47500,0.010403308
151,Case Western Reserve University,2,Other elite schools (public and private),OH,118200,73400,0.017887011
152,Catawba College,6,Selective private,NC,94000,42000,0.012521857
153,Catholic University Of America ,6,Selective private,DC,133000,57700,0.008010637
154,Cazenovia College,6,Selective private,NY,64200,28800,0.01259689
155,Cedarville University,6,Selective private,OH,99500,37600,0.0087931501
156,Centenary College,6,Selective private,NJ,94300,35200,0.01035414
157,Centenary College Of Louisiana,6,Selective private,LA,100300,45400,0.014953231
158,Central College,6,Selective private,IA,87700,44200,0.009312517
159,Central Connecticut State University,5,Selective public,CT,93300,46600,0.014561397
160,Central Methodist University,6,Selective private,MO,66000,36200,0.01253188
161,Central Michigan University,5,Selective public,MI,98300,42400,0.010340575
162,Central State University,5,Selective public,OH,40300,25200,0.020660078
163,Central Washington University,5,Selective public,WA,97100,45000,0.013766491
164,Centre College Of Kentucky,4,Highly selective private,KY,111000,49400,0.0069167702
165,Chadron State College,5,Selective public,NE,68100,38600,0.019025898
166,Chaminade University Of Honolulu,6,Selective private,HI,66600,38100,0.034261223
167,Champlain College,6,Selective private,VT,85200,39200,0.017630156
168,Chapman University,4,Highly selective private,CA,109600,47900,0.017024867
169,Charleston Southern University,6,Selective private,SC,70500,36900,0.021454673
170,Chatham University,6,Selective private,PA,71200,31800,0.016273953
171,Chestnut Hill College,6,Selective private,PA,76600,38900,0.014189931
172,Cheyney University Of Pennsylvania,5,Selective public,PA,38600,26500,0.023012543
173,Chicago State University,5,Selective public,IL,43700,31900,0.036516991
174,Christian Brothers University,6,Selective private,TN,97600,52000,0.02648765
175,Christopher Newport University,5,Selective public,VA,92500,41300,0.010826487
176,"Citadel, The Military College Of South Carolina",5,Selective public,SC,106800,62800,0.019621627
177,City College Of New York - CUNY,5,Selective public,NY,35500,48500,0.11723747
178,Claflin University,6,Selective private,SC,35400,33600,0.035919443
179,Claremont Mckenna College,2,Other elite schools (public and private),CA,142000,69900,0.029592477
180,Clarion University Of Pennsylvania,5,Selective public,PA,75500,38100,0.010521275
181,Clark Atlanta University,6,Selective private,GA,54500,35200,0.033000425
182,Clark University,4,Highly selective private,MA,103000,49600,0.022418769
183,Clarke University,6,Selective private,IA,75700,45100,0.034456961
184,Clarkson University,6,Selective private,NY,94600,73300,0.029669976
185,Clayton State University,5,Selective public,GA,77600,35000,0.015449493
186,Clearwater Christian College,6,Selective private,FL,64300,41500,0.00808674
187,Clemson University,3,Highly selective public,SC,120200,52300,0.012014057
188,Cleveland State University,5,Selective public,OH,72700,37000,0.016072698
189,Coastal Carolina University,5,Selective public,SC,91500,37800,0.010405573
190,Coe College,6,Selective private,IA,90600,48500,0.015621743
191,Coker College,6,Selective private,SC,59000,34600,0.012170363
192,Colby College,2,Other elite schools (public and private),ME,208700,59200,0.0090376502
193,Colby-Sawyer College,6,Selective private,NH,99400,41900,0.0099231089
194,Colgate University,2,Other elite schools (public and private),NY,208900,71500,0.0087406812
195,College Of Charleston,5,Selective public,SC,119500,39900,0.0095318928
196,College Of Idaho ,6,Selective private,ID,92200,45700,0.019359518
197,College Of Mount Saint Joseph,6,Selective private,OH,88500,41700,0.0045749447
198,College Of Mount Saint Vincent And Manhattan College,6,Selective private,NY,94800,67900,0.057835598
199,College Of New Jersey ,2,Other elite schools (public and private),NJ,122300,60100,0.018082317
200,College Of New Rochelle ,6,Selective private,NY,40400,30800,0.028672865
201,College Of Our Lady Of The Elms,6,Selective private,MA,87500,45400,0.018826811
202,College Of Saint Benedict,6,Selective private,MN,106800,47300,0.012409491
203,College Of Saint Elizabeth,6,Selective private,NJ,75200,44700,0.025033178
204,College Of Saint Rose,6,Selective private,NY,91000,46200,0.017303271
205,College Of Saint Scholastica,6,Selective private,MN,87700,54800,0.021893101
206,College Of Staten Island/CUNY,5,Selective public,NY,73500,41200,0.041348025
207,College Of The Holy Cross,2,Other elite schools (public and private),MA,157000,71900,0.010001441
208,College Of The Ozarks,6,Selective private,MO,49200,32000,0.033171967
209,College Of William & Mary,2,Other elite schools (public and private),VA,147100,59800,0.0052360371
210,College Of Wooster ,6,Selective private,OH,108100,47200,0.0070711519
211,Colorado Christian University,6,Selective private,CO,98600,30700,0.0035530364
212,Colorado College,4,Highly selective private,CO,154600,43600,0.018225832
213,Colorado Mesa University,5,Selective public,CO,75800,35000,0.020071208
214,Colorado School Of Mines,3,Highly selective public,CO,111500,81500,0.024911636
215,Colorado State University,5,Selective public,CO,115400,45800,0.011196307
216,Colorado State University-Pueblo,5,Selective public,CO,72300,38100,0.024855316
217,"Columbia College of Chicago, IL",6,Selective private,IL,85100,28500,0.0095007485
218,"Columbia College of Columbia, MO",6,Selective private,MO,61700,31100,0.017756516
219,"Columbia College of Columbia, SC",6,Selective private,SC,62600,33800,0.013072638
220,Columbia University In The City Of New York,1,Ivy Plus,NY,169600,75300,0.030735934
221,Columbus State University,5,Selective public,GA,72600,35400,0.017842893
222,Concord University,5,Selective public,WV,66800,31800,0.01432975
223,Concordia College - Moorhead,6,Selective private,MN,86400,45600,0.013580244
224,Concordia University - Saint Paul,6,Selective private,MN,77900,39900,0.017048677
225,Concordia University - Wisconsin,6,Selective private,WI,79300,38600,0.0081852181
226,Concordia University Texas,6,Selective private,TX,91300,40400,0.012233841
227,"Concordia University of Irvine, CA",6,Selective private,CA,94000,39600,0.014180595
228,"Concordia University of Portland, OR",6,Selective private,OR,88400,41700,0.0087526208
229,"Concordia University of River Forest, IL",6,Selective private,IL,86300,35100,0.0076721529
230,"Concordia University of Seward, NE",6,Selective private,NE,75500,36500,0.0070259594
231,Connecticut College,2,Other elite schools (public and private),CT,170500,55500,0.015796896
232,Converse College,6,Selective private,SC,93000,32700,0.006902115
233,Cooper Union For The Advancement Of Science & Art ,2,Other elite schools (public and private),NY,110100,64300,0.04277638
234,Corban University,6,Selective private,OR,79000,32200,0.0047163591
235,Cornell College,6,Selective private,IA,91800,45500,0.0087094642
236,Cornell University,1,Ivy Plus,NY,143300,79800,0.029070236
237,Cornerstone University,6,Selective private,MI,84200,29400,0.0032964707
238,Covenant College,6,Selective private,GA,86400,32300,0.021523731
239,Creighton University,6,Selective private,NE,119200,57200,0.016024692
240,Culver-Stockton College,6,Selective private,MO,78600,38900,0.015609925
241,Cumberland University,6,Selective private,TN,68800,37500,0.020049477
242,Curry College,6,Selective private,MA,101600,38800,0.019095086
243,D'Youville College,6,Selective private,NY,75800,45200,0.039663244
244,Daemen College,6,Selective private,NY,77600,41900,0.015489782
245,Dallas Baptist University,6,Selective private,TX,87000,39500,0.0083096549
246,Dartmouth College,1,Ivy Plus,NH,185500,76600,0.013762614
247,Davenport University,6,Selective private,MI,55800,23400,0.012456022
248,Davidson College,2,Other elite schools (public and private),NC,208500,60300,0.0041020564
249,Davis & Elkins College,6,Selective private,WV,68000,32700,0.0055872784
250,DePauw University,6,Selective private,IN,117700,52900,0.0090761594
251,DeSales University,6,Selective private,PA,98800,51100,0.0068456563
252,Defiance College,6,Selective private,OH,77900,39900,0.011066434
253,Delaware Valley College Of Science & Agriculture,6,Selective private,PA,90700,45100,0.016287908
254,Delta State University,5,Selective public,MS,71000,37600,0.0224602
255,Denison University,4,Highly selective private,OH,149300,53700,0.0093918415
256,Depaul University,6,Selective private,IL,99900,51300,0.028553518
257,Dickinson College,4,Highly selective private,PA,136600,55100,0.012097311
258,Dickinson State University,5,Selective public,ND,57800,40700,0.040979888
259,Dillard University,6,Selective private,LA,42600,36700,0.050284807
260,Doane College,6,Selective private,NE,76600,45100,0.014534251
261,Dominican College Of Blauvelt,6,Selective private,NY,88900,48900,0.036583826
262,Dominican University,6,Selective private,IL,87300,44300,0.014196316
263,Dominican University Of California,6,Selective private,CA,98100,45200,0.031980876
264,Dordt College,6,Selective private,IA,80500,35400,0.003423932
265,Dowling College,6,Selective private,NY,71500,45800,0.049541503
266,Drake University,6,Selective private,IA,109600,57200,0.017473824
267,Drew University,6,Selective private,NJ,140400,55600,0.02305807
268,Drury University,6,Selective private,MO,74400,34000,0.012201751
269,Duke University,1,Ivy Plus,NC,196000,87500,0.016026281
270,Duquesne University Of The Holy Spirit,6,Selective private,PA,104000,56300,0.017168846
271,Earlham College,6,Selective private,IN,99100,33300,0.0024436503
272,East Carolina University,5,Selective public,NC,96000,41200,0.011932503
273,East Stroudsburg University Of Pennsylvania,5,Selective public,PA,85700,43000,0.017018918
274,East Tennessee State University,5,Selective public,TN,75600,33200,0.014986984
275,East Texas Baptist University,6,Selective private,TX,72500,35900,0.014889835
276,Eastern Connecticut State University,5,Selective public,CT,94900,45000,0.008899264
277,Eastern Illinois University,5,Selective public,IL,100100,44800,0.009658183
278,Eastern Kentucky University,5,Selective public,KY,69700,33800,0.015209559
279,Eastern Mennonite University,6,Selective private,VA,90700,39600,0.010012529
280,Eastern Michigan University,5,Selective public,MI,98400,38500,0.011686578
281,Eastern Nazarene College,6,Selective private,MA,81600,34400,0.013295866
282,Eastern New Mexico University,5,Selective public,NM,47200,27500,0.021399237
283,Eastern Oregon University,5,Selective public,OR,74600,37300,0.019505963
284,Eastern University,6,Selective private,PA,93900,33300,0.007069828
285,Eastern Washington University,5,Selective public,WA,85900,41700,0.019227237
286,Eckerd College,6,Selective private,FL,113100,38800,0.011483468
287,Edgewood College,6,Selective private,WI,93300,40500,0.01235362
288,Edinboro University Of Pennsylvania,5,Selective public,PA,74800,34600,0.010094229
289,Elizabeth City State University,5,Selective public,NC,37400,31000,0.038773548
290,Elizabethtown College,6,Selective private,PA,98100,50900,0.0093476037
291,Elmhurst College,6,Selective private,IL,100200,48500,0.016476316
292,Elmira College,6,Selective private,NY,91400,47500,0.013689324
293,Elon University,4,Highly selective private,NC,146000,47300,0.0063649565
294,Embry-Riddle Aeronautical University,6,Selective private,FL,92400,65600,0.034791574
295,Emerson College,4,Highly selective private,MA,120500,44800,0.010786374
296,"Emmanuel College of Boston, MA",6,Selective private,MA,93400,46600,0.018747658
297,Emory & Henry College,6,Selective private,VA,84000,40700,0.015035091
298,Emory University,2,Other elite schools (public and private),GA,175700,67800,0.018005462
299,Emporia State University,5,Selective public,KS,80100,37500,0.0073185368
300,Endicott College,6,Selective private,MA,108400,47500,0.014197784
301,Erskine College,6,Selective private,SC,94700,37400,0.001567531
302,Eureka College,6,Selective private,IL,76500,41300,0.018272847
303,Evangel University,6,Selective private,MO,73800,33200,0.0095689874
304,Evergreen State College ,5,Selective public,WA,100200,27000,0.0051437938
305,Fairfield University,6,Selective private,CT,151500,69900,0.015773047
306,Fairleigh Dickinson University,6,Selective private,NJ,87000,48200,0.033313226
307,Fashion Institute Of Technology,5,Selective public,NY,79800,36700,0.036484793
308,Faulkner University,6,Selective private,AL,63500,26300,0.0071953624
309,Fayetteville State University,5,Selective public,NC,41400,28700,0.024320804
310,Felician College,6,Selective private,NJ,73300,40400,0.024379453
311,Ferris State University,5,Selective public,MI,82500,42400,0.01697208
312,Ferrum College,6,Selective private,VA,71100,37000,0.016068542
313,Fitchburg State University,5,Selective public,MA,89500,45000,0.017469816
314,Flagler College,6,Selective private,FL,100900,40300,0.015132731
315,Florida Agricultural & Mechanical University,5,Selective public,FL,57000,39300,0.032663293
316,Florida Atlantic University,5,Selective public,FL,77100,40500,0.03070315
317,Florida Gulf Coast University,5,Selective public,FL,78900,39700,0.018777234
318,Florida Institute Of Technology,6,Selective private,FL,86300,59600,0.037505582
319,Florida International University,5,Selective public,FL,66700,46800,0.052249581
320,Florida Memorial University,6,Selective private,FL,33400,29300,0.025294451
321,Florida Southern College,6,Selective private,FL,85400,38700,0.01863743
322,Florida State University,5,Selective public,FL,100500,46400,0.021649536
323,Fontbonne University,6,Selective private,MO,88800,37300,0.0090163993
324,Fordham University,4,Highly selective private,NY,113300,63300,0.039781969
325,Fort Hays State University,5,Selective public,KS,71100,38500,0.013584882
326,Fort Lewis College,5,Selective public,CO,90600,32700,0.0085251462
327,Fort Valley State University,5,Selective public,GA,45100,30900,0.028276326
328,Francis Marion University,5,Selective public,SC,68500,34100,0.014445205
329,Franciscan University Of Steubenville,6,Selective private,OH,102500,29500,0.0062151663
330,Franklin & Marshall College,2,Other elite schools (public and private),PA,162900,57800,0.012550002
331,Franklin College Of Indiana,6,Selective private,IN,85300,44000,0.011643652
332,Franklin Pierce University,6,Selective private,NH,86300,39100,0.013234765
333,Freed Hardeman University,6,Selective private,TN,77500,34500,0.014443509
334,Fresno Pacific University,6,Selective private,CA,71100,37900,0.037159514
335,Friends University,6,Selective private,KS,82200,35000,0.009742884
336,Furman University,4,Highly selective private,SC,156700,48100,0.0069198092
337,Gannon University,6,Selective private,PA,83300,49000,0.014403216
338,Gardner - Webb University,6,Selective private,NC,84800,37200,0.012200096
339,Geneva College,6,Selective private,PA,77800,37900,0.012010647
340,George Fox University,6,Selective private,OR,89000,39200,0.011665585
341,George Mason University,5,Selective public,VA,107500,56500,0.030900523
342,George Washington University,2,Other elite schools (public and private),DC,137300,63900,0.021565983
343,Georgetown College,6,Selective private,KY,93600,44900,0.014632449
344,Georgetown University,2,Other elite schools (public and private),DC,195100,84400,0.01945704
345,Georgia College & State University,5,Selective public,GA,95100,40500,0.011395562
346,Georgia Institute Of Technology,3,Highly selective public,GA,126000,78900,0.018577013
347,Georgia Southern University,5,Selective public,GA,88100,40500,0.016830379
348,Georgia Southwestern State University,5,Selective public,GA,73400,37400,0.018960178
349,Georgia State University,5,Selective public,GA,82200,38900,0.020784898
350,Georgian Court University,6,Selective private,NJ,83300,41000,0.02104051
351,Gettysburg College,4,Highly selective private,PA,138500,58800,0.0081598666
352,Glenville State College,5,Selective public,WV,55900,34300,0.013810954
353,Goldey-Beacom College,6,Selective private,DE,80300,44800,0.0081316652
354,Gonzaga University,4,Highly selective private,WA,121100,54900,0.0080217542
355,Gordon College,6,Selective private,MA,95900,37300,0.0059589026
356,Goshen College,6,Selective private,IN,86900,37400,0.010853255
357,Goucher College,6,Selective private,MD,106300,41800,0.021792538
358,Grace College And Theological Seminary,6,Selective private,IN,73100,30800,0.01632075
359,Graceland University,6,Selective private,IA,77200,39300,0.02081232
360,Grambling State University,5,Selective public,LA,34300,30500,0.046168223
361,Grand Valley State University,5,Selective public,MI,96400,41300,0.0079063745
362,Grand View University,6,Selective private,IA,71800,38900,0.015049594
363,Green Mountain College,6,Selective private,VT,93200,31200,0.015690058
364,Greensboro College,6,Selective private,NC,95400,37200,0.0058948286
365,Greenville College,6,Selective private,IL,80000,33800,0.014662865
366,Grinnell College,4,Highly selective private,IA,126400,47300,0.014552889
367,Guilford College,6,Selective private,NC,109900,36800,0.0084330942
368,Gustavus Adolphus College,4,Highly selective private,MN,114000,53100,0.0066766385
369,Gwynedd Mercy University,6,Selective private,PA,94700,52700,0.013760934
370,Hamilton College,2,Other elite schools (public and private),NY,164600,60300,0.023019336
371,Hamline University,6,Selective private,MN,94300,47600,0.01494779
372,Hampden Sydney College,6,Selective private,VA,141200,59900,0.0064616059
373,Hampshire College,4,Highly selective private,MA,119300,31200,0.0074167168
374,Hampton University,6,Selective private,VA,79500,45900,0.021393161
375,Hannibal - Lagrange University,6,Selective private,MO,71800,30600,0.012957712
376,Hanover College,6,Selective private,IN,107800,46300,0.0042376798
377,Hardin-Simmons University,6,Selective private,TX,91700,41600,0.013860577
378,Harding University,6,Selective private,AR,98200,41400,0.0074631837
379,Hartwick College,6,Selective private,NY,94400,45900,0.016615044
380,Harvard University,1,Ivy Plus,MA,174000,81500,0.017591679
381,Harvey Mudd College,2,Other elite schools (public and private),CA,139800,82400,0.029232727
382,Hastings College,6,Selective private,NE,82700,45000,0.010933083
383,Haverford College,2,Other elite schools (public and private),PA,174200,57200,0.017978437
